Label (1 = metaphor / 0 = literal)	Sentence
0	`` We encourage our people as much as we can to fly on United Airlines and eat Kellogg cereals , '' says Jack Ryan , executive vice president of Leo Burnett Co . , which also handles advertising for GM 's Oldsmobile division 
0	Inside , you have to go through a further checkpoint to get out onto the flying areas , but on my visits security was negligible 
0	One revenue passenger mile is the equivalent of flying one paying passenger one mile 
0	A revenue passenger mile is one paying passenger flown one mile 
0	Seeking new tactics , Mr. Corella last summer flew to the Philippines to meet leaders of the popular uprising that ousted the Marcos regime in 1986 
0	For example , investigators learned that the takeoff warning sounded when the crew landed in Saginaw , Mich . , before flying on to Detroit 
0	Eastern flew 2.65 billion revenue passenger miles in April , down 21.8 % from the same month a year ago 
0	He had heard that on a corner of Nellis Air Force Base nearby , a squadron of Stealth fighters was housed in hangars during the day , out of sight of Soviet satellites , and flown only at night 
0	After deciding to fly to the site of the 1986 crash , which had killed the pilot , he called air-traffic controllers and learned that an off-limits area had been established with a five-mile radius , below a 7 , 000-foot altitude 
0	Those convoys currently protect only Kuwaiti tankers flying U.S. flags , but in Washington , Pentagon officials are discussing whether to extend protection to all neutral ships 
0	For the first three months of 1988 , the regional airline said it flew 20 million revenue passenger miles , up 12.4 % from 17.8 million miles a year earlier 
0	In Washington , where both the film and the feast opened last week to rave reviews , Chef Yannick Cam of Le Pavillon had to fly in fresh black truffles -- at $ 335 a pound -- from France 
1	Meanwhile , the discounters and specialty stores that have grabbed sales from Sears in recent years are n't likely to stand still while it tries to catch up 
1	So far , no one is grabbing the first Concorde out 
1	`` Competitors are kept out , and carters ' costs are kept down , '' says Mr. Kossler , who testified publicly in 1983 about one incident: A New York businessman got into the garbage-hauling business and quickly tried to grab customers from other carters by underbidding them 
1	National Broadcasting Co. 's `` Main Event '' won the ratings race for the 8 p.m.-to-9 p.m. time period Friday -- and grabbed the highest NBC ratings for that time slot so far this season 
1	And they did n't just grab the clothes , they were trained to grab the flesh . ''/''
1	When she hears that prisoners sometimes carve their names into logs that float downriver , she grabs her child and runs with her to the river 
1	And he still knows how to grab an audience: Yesterday , he made people sit up with his announcement of a $ 225 million offer for Resorts International Inc . , although it was rejected within hours 
1	At one point , the shark disappears , then roars up from the deep to snatch a big chunk of horsemeat on the surface , the way it might grab an unsuspecting sea lion 
1	He adds , `` We 're trying very hard to avoid the Halley 's comet syndrome -- where you grab everything in sight and then you vanish . ''/''
1	And expense-account fliers , who learned long ago to construct elaborate flight schemes to earn extra mileage , now are battling to pick up dinner tabs to grab mileage linked to charge-card purchases 
1	His one spectacular crime came in the wee hours of Aug. 8 , 1963 , his 34th birthday , when he and his pals grabbed 120 sacks of well-worn bank notes being sent to London for pulping 
1	`` Ten years ago , it was enough to latch onto something 100 % proven , '' says Shoji Kumagai , general manager of technical development at giant Sumitomo Corp . `` Today we have to grab it at the idea stage . ''/''
1	"Steelworkers will press for a share of the higher profits ; lower-cost minimills and emerging Third World producers will grab markets of integrated U.S. steelmakers , and alternative materials -- aluminum , ceramics and high-tech metal composites -- will wrest away business "
1	`` A strong opening in platinum coupled with a weak dollar just grabbed gold by the horns and took it on up , '' he said 
1	With gold demand slack and more governments than ever issuing gold bullion coins , he says , `` They 're grabbing for scraps . ''/''
1	They fear Philip Morris could grab a huge portion of the retail shelf and stifle innovation by muscling out smaller and regional concerns where new products are often born 
1	Mr. Swavely predicted that Compaq would eventually grab more than half the laptop market , but he would n't say how long that might take 
1	Industry groups see such packaging eventually grabbing 10 % of the plastic-container market and using more than 2 % of the U.S. harvest 
1	`` This is a product that people are grabbing me by the lapels to get , '' Mr. Skier says 
1	While manned launches , such as that of the space shuttle last week , still grab occasional headlines , industry observers are focusing more and more on the moves of trade negotiators 
1	The new routes do n't have the normal stop-and-go chemical signals , so the rhizobia and their host go all out , grabbing and using twice as much nitrogen from the air as normal 
1	Since introducing its first cooler in late 1985 , Seagram has grabbed a 36 % market share and with eight flavors on the market has kept increasing its revenue at the expense of others 
1	`` European electronics companies would invent a new product , and then six of them would each make it and kill each other , while the Japanese grabbed the market , '' says Mr. Salzmann , President Mitterrand 's adviser 
